,Date,Open,High,Low,Close,Adj Close,Volume
0,1980-12-12,0.5133928656578064,0.515625,0.5133928656578064,-0.9980614016827669,0.4067815542221069,117258400
1,1980-12-15,0.4888392984867096,0.4888392984867096,0.4866071343421936,-0.9982252269902298,0.385558158159256,43971200
2,1980-12-16,0.453125,0.453125,0.4508928656578064,-0.9984436604904798,0.3572602868080139,26432000
3,1980-12-17,0.4620535671710968,0.4642857015132904,0.4620535671710968,-0.9983754000672205,0.3661033511161804,21610400
4,1980-12-18,0.4754464328289032,0.4776785671710968,0.4754464328289032,-0.9982934874134891,0.3767151534557342,18362400
5,1980-12-19,0.5044642686843872,0.5066964030265808,0.5044642686843872,-0.9981160102401047,0.3997070789337158,12157600
6,1980-12-22,0.5290178656578064,0.53125,0.5290178656578064,-0.9979658369808387,0.4191618859767914,9340800
7,1980-12-23,0.5513392686843872,0.5535714030265808,0.5513392686843872,-0.99782931613432,0.4368479549884796,11737600
8,1980-12-24,0.5803571343421936,0.5825892686843872,0.5803571343421936,-0.9976518387786605,0.4598398804664612,12000800
9,1980-12-26,0.6339285969734192,0.6361607313156128,0.6339285969734192,-0.9973241881637349,0.5022867918014526,13893600
10,1980-12-29,0.6428571343421936,0.6450892686843872,0.6428571343421936,-0.9972695799709476,0.509361207485199,23290400
11,1980-12-30,0.6294642686843872,0.6294642686843872,0.6272321343421936,-0.9973651446728758,0.4969809353351593,17220000
12,1980-12-31,0.6116071343421936,0.6116071343421936,0.609375,-0.9974743614230008,0.4828320145606994,8937600
13,1981-01-02,0.6160714030265808,0.6205357313156128,0.6160714030265808,-0.9974334052784104,0.4881376624107361,5415200
14,1981-01-05,0.6049107313156128,0.6049107313156128,0.6026785969734192,-0.9975153175675914,0.4775262176990509,8932000
15,1981-01-06,0.578125,0.578125,0.5758928656578064,-0.9976791428750541,0.4563027024269104,11289600
16,1981-01-07,0.5535714030265808,0.5535714030265808,0.5513392686843872,-0.99782931613432,0.4368479549884796,13921600
17,1981-01-08,0.5424107313156128,0.5424107313156128,0.5401785969734192,-0.9978975763753042,0.4280048310756683,9956800
18,1981-01-09,0.5691964030265808,0.5714285969734192,0.5691964030265808,-0.997720099384195,0.450996845960617,5376000
19,1981-01-12,0.5691964030265808,0.5691964030265808,0.5647321343421936,-0.9977474034805887,0.4474597573280334,5924800
20,1981-01-13,0.546875,0.546875,0.5446428656578064,-0.9978702722789106,0.4315420687198639,5762400
21,1981-01-14,0.546875,0.5491071343421936,0.546875,-0.9978566202307138,0.4333106577396393,3572800
22,1981-01-15,0.5580357313156128,0.5625,0.5580357313156128,-0.9977883596251792,0.4421537220478058,3516800
23,1981-01-16,0.5558035969734192,0.5558035969734192,0.5535714030265808,-0.9978156640861232,0.4386165738105774,3348800
24,1981-01-19,0.5870535969734192,0.5892857313156128,0.5870535969734192,-0.9976108822695195,0.4651458859443664,10393600
25,1981-01-20,0.5714285969734192,0.5714285969734192,0.5691964030265808,-0.997720099384195,0.450996845960617,7520800
26,1981-01-21,0.5803571343421936,0.5848214030265808,0.5803571343421936,-0.9976518387786605,0.4598398804664612,3976000
27,1981-01-22,0.5870535969734192,0.5915178656578064,0.5870535969734192,-0.9976108822695195,0.4651458859443664,8887200
28,1981-01-23,0.5870535969734192,0.5892857313156128,0.5848214030265808,-0.9976245346822668,0.4633772075176239,2805600
29,1981-01-26,0.578125,0.578125,0.5758928656578064,-0.9976791428750541,0.4563027024269104,6160000
30,1981-01-27,0.5758928656578064,0.5758928656578064,0.5714285969734192,-0.9977064469714477,0.4527655839920044,5924800
31,1981-01-28,0.5558035969734192,0.5558035969734192,0.5535714030265808,-0.9978156640861232,0.4386165738105774,7039200
32,1981-01-29,0.5357142686843872,0.5357142686843872,0.5334821343421936,-0.9979385328844451,0.4226990640163421,10976000
33,1981-01-30,0.5089285969734192,0.5089285969734192,0.5044642686843872,-0.9981160102401047,0.3997070789337158,11547200
